Runtime,Director,Writer,Actor,Rating,Target
152,Michele Placido,"Giancarlo De Cataldo , Stefano Rulli , Sandro Petraglia , Giancarlo De Cataldo , Michele Placido ","Kim Rossi Stuart, Anna Mouglalis, Pierfrancesco Favino, Claudio Santamaria",7.2,1
118,F. Gary Gray,"Elmore Leonard , Peter Steinfeld ","John Travolta, Uma Thurman, Vince Vaughn, Cedric the Entertainer",5.7,0
85,"Steve Box, Nick Park","Steve Box , Nick Park , Mark Burton , Bob Baker , Nick Park ","Peter Sallis, Ralph Fiennes, Helena Bonham Carter, Peter Kay",7.5,1
87,Jay Lowi,"Andy Hurst, Ross Helford, Stephen Peters ","Serah D'Laine, Brad Johnson, Michael Mantell, Sandra McCoy",4.5,0
106,Tony Giglio,Tony Giglio,"Jason Statham, Ryan Phillippe, Wesley Snipes, Henry Czerny",6.5,0
104,David Slade,Brian Nelson,"Patrick Wilson, Ellen Page, Sandra Oh, Odessa Rae",7.1,1
116,Christian Carion,Christian Carion,"Diane Kruger, Natalie Dessay, Benno Fürmann, Rolando Villazón",7.8,1
93,Michael Winterbottom,Frank Cottrell Boyce,"Tim Robbins, Togo Igawa, Nabil Elouahabi, Samantha Morton",6.2,0
111,Olivier Marchal,"Olivier Marchal , Franck Mancuso , Julien Rappeneau , Dominique Loiseau , Olivier Marchal , Olivier Marchal ","Daniel Auteuil, Gérard Depardieu, André Dussollier, Roschdy Zem",7.2,1
133,Jean-Pierre Jeunet,"Sébastien Japrisot , Jean-Pierre Jeunet , Guillaume Laurant , Guillaume Laurant ","Audrey Tautou, Gaspard Ulliel, Dominique Pinon, Chantal Neuwirth",7.7,1
91,Takashi Shimizu,"Stephen Susco , Takashi Shimizu (film ""Ju-On: The Grudge"")","Sarah Michelle Gellar, Jason Behr, William Mapother, Clea DuVall",5.9,0
113,Martin Scorsese,Paul Schrader,"Diahnne Abbott, Frank Adu, Victor Argo, Gino Ardito",8.3,1
103,John Maybury,"Tom Bleecker , Marc Rocco , Massy Tadjedin ","Adrien Brody, Keira Knightley, Kris Kristofferson, Jennifer Jason Leigh",7.1,1
128,Sydney Pollack,"Martin Stellman , Brian Ward , Charles Randolph , Scott Frank , Steven Zaillian ","Nicole Kidman, Sean Penn, Catherine Keener, Jesper Christensen",6.4,0
99,Niall Johnson,"Richard Russo , Niall Johnson , Richard Russo ","Rowan Atkinson, Kristin Scott Thomas, Maggie Smith, Patrick Swayze",6.8,1
132,Costa-Gavras,"Costa-Gavras, Jean-Claude Grumberg, Rolf Hochhuth ","Ulrich Tukur, Mathieu Kassovitz, Ulrich Mühe, Michel Duchaussoy",7.3,1
112,Lasse Hallström,"Jeffrey Hatcher , Kimberly Simi , Kimberly Simi , Michael Cristofer ","Heath Ledger, Sienna Miller, Jeremy Irons, Oliver Platt",6.5,0
106,Marc Forster,"Allan Knee , David Magee ","Johnny Depp, Kate Winslet, Julie Christie, Radha Mitchell",7.8,1
108,Jacques Audiard,"Jacques Audiard , Tonino Benacquista , James Toback (earlier screenplay: d'après le film ""Fingers"" écrit et réalisé par)","Romain Duris, Niels Arestrup, Jonathan Zaccaï, Gilles Cohen",7.3,1
104,William Friedkin,"Ernest Tidyman , Robin Moore ","Gene Hackman, Fernando Rey, Roy Scheider, Tony Lo Bianco",7.8,1
98,Cheol-su Park,"Jun-han Kim, Cheol-su Park","Jung Suh, Ji-ho Shim, Yun-hong Oh, Jeon-han Kim",6.4,0
95,Gary Fleder,"Philip K. Dick (short story ""The Impostor""), Scott Rosenberg , Caroline Case , Ehren Kruger , David Twohy ","Gary Sinise, Madeleine Stowe, Vincent D'Onofrio, Tony Shalhoub",6.2,0
93,Eli Roth,"Eli Roth, Randy Pearlstein, Eli Roth ","Rider Strong, Jordan Ladd, James DeBello, Cerina Vincent",5.6,0
121,Terry George,"Keir Pearson, Terry George","Xolani Mali, Don Cheadle, Desmond Dube, Hakeem Kae-Kazim",8.1,1
140,Je-kyu Kang,"Richard Epcar , Ji-hoon Han, Je-kyu Kang, Sang-don Kim","Dong-gun Jang, Bin Won, Eun-ju Lee, Hyeong-jin Kong",8.1,1
102,Kevin Smith,Kevin Smith,"Betty Aberlin, Matt McFarland, Sarah Stafford, Paulie Litt",6.2,0
109,Martin Scorsese,Paul D. Zimmerman,"Robert De Niro, Jerry Lewis, Diahnne Abbott, Sandra Bernhard",7.8,1
80,Richard Linklater,"Richard Linklater , Julie Delpy , Ethan Hawke , Richard Linklater , Kim Krizan , Richard Linklater , Kim Krizan ","Ethan Hawke, Julie Delpy, Vernon Dobtcheff, Louise Lemoine Torrès",8,1
96,Jared Hess,"Jared Hess, Jerusha Hess","Jon Heder, Jon Gries, Aaron Ruell, Efren Ramirez",6.9,1
125,Mike Leigh,Mike Leigh,"Imelda Staunton, Richard Graham, Eddie Marsan, Anna Keaveney",7.7,1
126,Antoine Fuqua,David Franzoni,"Clive Owen, Ioan Gruffudd, Mads Mikkelsen, Joel Edgerton",6.3,0
95,Marcos Siega,"Brent Goldberg , David Wagner , Nick Cannon , David Wagner , Brent Goldberg ","Nick Cannon, Adrian Young, Art Bonilla, Bart McCarthy",4.1,0
129,Jonathan Demme,"Richard Condon , George Axelrod, Daniel Pyne , Dean Georgaris ","Jeffrey Wright, Pablo Schreiber, Anthony Mackie, Dorian Missick",6.6,0
87,Robert Harmon,"John Fasano , Michael Brandman , Robert B. Parker ","Tom Selleck, Jane Adams, Reg Rogers, Viola Davis",7.2,1
96,Tommy O'Haver,"Laurie Craig , Karen McCullah , Kirsten Smith , Jennifer Heath , Michele J. Wolff , Gail Carson Levine ","Anne Hathaway, Hugh Dancy, Cary Elwes, Aidan McArdle",6.3,0
104,Iain Softley,Ehren Kruger,"Kate Hudson, Gena Rowlands, John Hurt, Peter Sarsgaard",6.5,0
106,Renny Harlin,"Wayne Kramer , Wayne Kramer , Kevin Brodbin ","Eion Bailey, Clifton Collins Jr., Will Kemp, Val Kilmer",6.4,0
93,Yann Samuell,Yann Samuell,"Guillaume Canet, Marion Cotillard, Thibault Verhaeghe, Joséphine Lebas-Joly",7.7,1
118,Alan Parker,"Roddy Doyle , Dick Clement , Ian La Frenais , Roddy Doyle ","Robert Arkins, Michael Aherne, Angeline Ball, Maria Doyle Kennedy",7.6,1
100,Mamoru Oshii,"Masamune Shirow (comic ""Koukaku-Kidoutai""), Mamoru Oshii , Richard Epcar , Mary Claypool ","Akio Ôtsuka, Atsuko Tanaka, Kôichi Yamadera, Tamio Ôki",7.6,1
136,Thomas Carter,"Mark Schwahn, John Gatins","Samuel L. Jackson, Rob Brown, Robert Ri'chard, Rick Gonzalez",7.2,1
138,Randall Wallace,"Harold G. Moore , Joseph L. Galloway , Randall Wallace ","Mel Gibson, Madeleine Stowe, Greg Kinnear, Sam Elliott",7.1,1
115,John Pasquin,"Marc Lawrence , Katie Ford , Caryn Lucas , Marc Lawrence","Sandra Bullock, Regina King, Enrique Murciano, William Shatner",5,0
126,Alexander Payne,"Rex Pickett , Alexander Payne , Jim Taylor ","Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh",7.5,1
104,Rob Minkoff,John Fusco,"Jet Li, Michael Angarano, Jackie Chan, Juana Collignon",6.6,0
110,Hideo Nakata,"Ehren Kruger, Kôji Suzuki , Hiroshi Takahashi","Naomi Watts, Simon Baker, David Dorfman, Elizabeth Perkins",5.4,0
99,David J. Burke,David J. Burke,"Morgan Freeman, Kevin Spacey, Justin Timberlake, LL Cool J",5.3,0
104,"Bobby Farrelly, Peter Farrelly","Lowell Ganz , Babaloo Mandel , Nick Hornby ","Drew Barrymore, Jimmy Fallon, Jason Spevack, Jack Kehler",6.2,0
98,Tim Fywell,"Meg Cabot , Hadley Davis , Hadley Davis ","Michelle Trachtenberg, Joan Cusack, Amy Stewart, Steve Ross",6,0
83,Greg Richardson,"Elana Lesser, Cliff Ruby","Kelly Sheridan, Catherine O'Hara, Nicole Oliver, Jennifer Copping",6.5,0
119,Isao Takahata,"Hayao Miyazaki , Isao Takahata","Shinchô Kokontei, Makoto Nonomura, Yuriko Ishida, Norihei Miki",7.4,1
120,Julian Jones,"Alan Handel, Julian Jones, William Shatner , Chip Walter ","William Shatner, Jon Adler, Martin Cooper, Rob Haitani",7.5,1
93,Jesse Dylan,Dustin Lee Abraham,"Method Man, Redman, Obba Babatundé, Mike Epps",6.2,0
97,Brett Ratner,"Paul Zbyszewski , Paul Zbyszewski , Craig Rosenberg ","Pierce Brosnan, Salma Hayek, Woody Harrelson, Don Cheadle",6.3,0
91,Makoto Shinkai,"Makoto Shinkai , Makoto Shinkai , Steven Foster ","Hidetaka Yoshioka, Masato Hagiwara, Yuka Nanri, Unshô Ishizuka",7.3,1
126,Niki Caro,"Michael Seitzman , Clara Bingham , Laura Leedy ","Charlize Theron, Thomas Curtis, Elle Peterson, Frances McDormand",7.3,1
102,Frederik Du Chau,"David Schmidt , Steven P. Wegner , Kirk De Micco , Frederik Du Chau , David Schmidt ","Bruce Greenwood, Hayden Panettiere, Caspar Poyck, Gary Bullock",5.2,0
115,Jay Russell,Lewis Colick,"Joaquin Phoenix, John Travolta, Jacinda Barrett, Robert Patrick",6.5,0
115,Robert Zemeckis,"Neil Gaiman , Roger Avary , Anonymous (epic poem ""Beowulf"")","Robin Wright, Anthony Hopkins, Paul Baker, John Bilezikjian",6.2,0
106,Phil Morrison,Angus MacLachlan,"Embeth Davidtz, David Kuhn, Alessandro Nivola, Alicia Van Couvering",7,1
128,Stephen Gaghan,"Stephen Gaghan, Robert Baer ","Kayvan Novak, George Clooney, Amr Waked, Christopher Plummer",7,1
93,George Clooney,"George Clooney, Grant Heslov","Jeff Daniels, David Strathairn, Alex Borstein, Rose Abdoo",7.5,1
98,Kar-Wai Wong,Kar-Wai Wong,"Maggie Cheung, Tony Chiu Wai Leung, Ping Lam Siu, Tung Cho 'Joe' Cheung",8.1,1
95,Bart Freundlich,Bart Freundlich,"Catherine Zeta-Jones, Justin Bartha, Andrew Cherry, Kelly Gould",6.4,0
98,Howard Deutch,"Mitchell Kapner , Mitchell Kapner , George Gallo ","Bruce Willis, Matthew Perry, Amanda Peet, Kevin Pollak",5.5,0
128,Chris Nahon,"Jean-Christophe Grangé , Jean-Christophe Grangé , Chris Nahon , Christian Clavier , Franck Ollivier , Luc Bossi , Simon Michaël ","Jean Reno, Arly Jover, Jocelyn Quivrin, Laura Morante",5.9,0
95,John Gulager,"Marcus Dunstan, Patrick Melton","Balthazar Getty, Henry Rollins, Navi Rawat, Judah Friedlander",6.4,0
119,Yimou Zhang,"Feng Li, Bin Wang, Yimou Zhang","Takeshi Kaneshiro, Andy Lau, Ziyi Zhang, Dandan Song",7.6,1
153,Hark Tsui,"Chi-Sing Cheung, Tin Nam Chun, Yusheng Liang , Hark Tsui","Leon Lai, Donnie Yen, Honglei Sun, Charlie Yeung",6.2,0
180,Martin Scorsese,"Terence Winter , Jordan Belfort ","Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey",8.2,1
129,Kar-Wai Wong,Kar-Wai Wong ,"Tony Chiu Wai Leung, Li Gong, Faye Wong, Takuya Kimura",7.5,1
107,Rob Zombie,"Rob Zombie, Rob Zombie ","Sid Haig, Bill Moseley, Sheri Moon Zombie, William Forsythe",6.9,1
88,Woody Allen,Woody Allen,"Woody Allen, Mia Farrow, José Ferrer, Julie Hagerty",6.7,0
82,Charles Grosvenor,John Loy ,"Aaron Spann, Jeff Bennett, Aria Noelle Curzon, Michael Clarke Duncan",5.8,0
127,Roger Donaldson,Roger Donaldson,"Anthony Hopkins, Iain Rea, Tessa Mitchell, Aaron Murphy",7.9,1
101,"Tetsuya Nomura, Takeshi Nozue",Kazushige Nojima ,"Takahiro Sakurai, Ayumi Itô, Shôtarô Morikubo, Maaya Sakamoto",7.4,1
102,"Takuji Endo, Fumihiko Takayama","Miki Tori, Masami Yûki ","Katsuhiko Watabiki, Hiroaki Hirata, Atsuko Tanaka, Ryûnosuke Ôbayashi",6.7,0
101,Geoffrey Sax,Niall Johnson,"Michael Keaton, Chandra West, Deborah Kara Unger, Ian McNeice",5.5,0
128,Takashi Miike,Shigenori Takechi ,"Kazuya Nakayama, Kaori Momoi, Ryûhei Matsuda, Ryôsuke Miki",6.2,0
107,Ten Shimoyama,"Kenya Hirata, Fûtarô Yamada ","Yukie Nakama, Joe Odagiri, Tomoka Kurotani, Erika Sawajiri",7,1
112,Rebecca Miller,Rebecca Miller,"Camilla Belle, Daniel Day-Lewis, Catherine Keener, Ryan McDonald",6.7,0
103,Charles Shyer,"Bill Naughton , Bill Naughton , Elaine Pope , Charles Shyer ","Jude Law, Renée Taylor, Jane Krakowski, Jeff Harding",6.2,0
102,Zach Braff,Zach Braff,"Zach Braff, Kenneth Graymez, George C. Wolfe, Austin Lysy",7.6,1
90,Andrew Fleming,Stephen Zotnowski,"Evan Rachel Wood, Scott Speedman, Treat Williams, Kate Burton",6.6,0
126,Álex de la Iglesia,"Barry Gifford , Barry Gifford , David Trueba , Álex de la Iglesia , Jorge Guerricaechevarría ","Rosie Perez, Javier Bardem, Harley Cross, Aimee Graham",6.3,0
127,Brad McGann,"Maurice Gee , Brad McGann ","Matthew Macfadyen, Miranda Otto, Emily Barclay, Colin Moy",7.7,1
98,James Huth,"Karine Angeli, Jean Dujardin , Jean Dujardin , James Huth","Jean Dujardin, Clovis Cornillac, Élodie Bouchez, Bruno Salomone",5,0
124,Breck Eisner,"Clive Cussler , Thomas Dean Donnelly , Joshua Oppenheimer , John C. Richards , James V. Hart ","Matthew McConaughey, Steve Zahn, Penélope Cruz, William H. Macy",6,0
115,Christian Duguay,"Dan Gordon, Sabi H. Shabtai","Aidan Quinn, Donald Sutherland, Ben Kingsley, Claudia Ferri",6.9,1
126,Katsuhiro Ôtomo,"Sadayuki Murai, Katsuhiro Ôtomo","Anne Suzuki, Masane Tsukayama, Katsuo Nakamura, Manami Konishi",6.9,1
98,Robert Schwentke,"Peter A. Dowling, Billy Ray","Jodie Foster, Peter Sarsgaard, Sean Bean, Kate Beahan",6.2,0
94,Anders Thomas Jensen,Anders Thomas Jensen,"Ulrich Thomsen, Mads Mikkelsen, Nicolas Bro, Paprika Steen",7.8,1
120,Terry Gilliam,"Tony Grisoni , Terry Gilliam , Mitch Cullin ","Jodelle Ferland, Janet McTeer, Brendan Fletcher, Jennifer Tilly",6.6,0
130,Curtis Hanson,"Jennifer Weiner , Susannah Grant ","Cameron Diaz, Anson Mount, Toni Collette, Richard Burgi",6.5,0
90,Dean Parisot,"Judd Apatow , Nicholas Stoller , Gerald Gaiser , Judd Apatow , Nicholas Stoller , Gerald Gaiser , David Giler, Jerry Belson, Mordecai Richler","Jim Carrey, Téa Leoni, Alec Baldwin, Richard Jenkins",6.1,0
142,Elem Klimov,"Ales Adamovich , Ales Adamovich , Elem Klimov ","Aleksey Kravchenko, Olga Mironova, Liubomiras Laucevicius, Vladas Bagdonas",8.3,1
108,Sion Sono,Sion Sono,"Masumi Miyazaki, Issei Ishida, Rie Kuwana, Mai Takahashi",7.1,1
95,Steven Brill,"Fred Wolf , Harris Goldberg , Tom Nursall , Jay Leggett , Mitch Rouse ","Matthew Price, Andrew Hampton, Jarred Rumbold, Carl Snell",5.9,0
106,Kerry Conran,Kerry Conran,"Gwyneth Paltrow, Jude Law, Giovanni Ribisi, Michael Gambon",6.1,0
95,Brian Levant,"Steven Gary Banks , Claudia Grazioso , Steven Gary Banks , Claudia Grazioso , J. David Stem , David N. Weiss ","Ice Cube, Nia Long, Aleisha Allen, Philip Bolden",4.6,0
120,Bill Paxton,"Mark Frost , Mark Frost ","James Paxton, Tom Rack, Armand Laroche, Peter Hurley",7.5,1
103,Gus Van Sant,"Casey Affleck, Matt Damon, Gus Van Sant","Casey Affleck, Matt Damon",6.2,0
91,Miranda July,Miranda July,"John Hawkes, Miranda July, Miles Thompson, Brandon Ratcliff",7.4,1
110,Nicolas Winding Refn,"Jens Dahl, Nicolas Winding Refn","Kim Bodnia, Zlatko Buric, Laura Drasbæk, Slavko Labovic",7.4,1
117,Young-jun Kim,Paul Sheen,"Hyeon-jun Shin, So-yi Yoon, Seo-jin Lee, Ki-yong Lee",6.5,0
88,Mamoru Hosoda,"Masahiro Ito , Eiichiro Oda ","Takeshi Aono, Shô Ayanokôji, Kôhei Fukuhara, Keiji Hirai",7.2,1
100,Mark Rosman,"Michael McQuown , Heather Robinson , Katherine Torpey , Gina Wendkos ","Hilary Duff, Heather Locklear, Chris Noth, Mike O'Malley",5.5,0
83,Greg Richardson,"Elana Lesser, Cliff Ruby","Kelly Sheridan, Kathleen Barr, Lalainia Lindbjerg, Colin Murdock",6.3,0
113,Richard Linklater,"Bill Lancaster , Glenn Ficarra , John Requa , Bill Lancaster","Billy Bob Thornton, Greg Kinnear, Marcia Gay Harden, Sammi Kane Kraft",5.8,0
113,Vincent Ward,"Richard Matheson , Ronald Bass ","Robin Williams, Cuba Gooding Jr., Annabella Sciorra, Max von Sydow",7,1
119,Garry Marshall,"Patrick J. Clifton , Beth Rigazio , Jack Amiel , Michael Begler ","Kate Hudson, John Corbett, Joan Cusack, Hayden Panettiere",6,0
102,Barry Shear,"Luther Davis , Wally Ferris ","Frank Adu, Frank Arno, Joseph Attles, Paul Benjamin",7,1
90,Hany Abu-Assad,"Hany Abu-Assad, Bero Beyer, Pierre Hodgson","Lubna Azabal, Hamza Abu-Aiaash, Kais Nashif, Lutuf Nouasser",7.5,1
86,Pawel Pawlikowski,"Helen Cross , Pawel Pawlikowski, Michael Wynne ","Natalie Press, Emily Blunt, Paddy Considine, Dean Andrews",6.8,1
118,Terry Gilliam,Ehren Kruger,"Petr Ratimec, Barbora Lukesová, Anna Rust, Jeremy Robson",5.9,0
89,Roger Corman,"Charles Beaumont , R. Wright Campbell , Edgar Allan Poe ","Vincent Price, Hazel Court, Jane Asher, David Weston",7.1,1
97,Sam Miller,"Richard Fell , Nigel Kneale , Nigel Kneale ","Jason Flemyng, Adrian Dunbar, Mark Gatiss, David Tennant",5.2,0
142,Kazuaki Kiriya,"Kazuaki Kiriya , Dai Satô, Shotaro Suga, Tatsuo Yoshida ","Yûsuke Iseya, Kumiko Asô, Akira Terao, Kanako Higuchi",6.2,0
106,Liev Schreiber,"Jonathan Safran Foer , Liev Schreiber ","Eugene Hutz, Elijah Wood, Jonathan Safran Foer, Jana Hrabetova",7.5,1
101,"Shari Springer Berman, Robert Pulcini","Harvey Pekar , Joyce Brabner , Shari Springer Berman, Robert Pulcini","Chris Ambrose, Joey Krajcar, Josh Hutcherson, Cameron Carter",7.5,1
100,Troy Byer,"Michael Swerdlick , Troy Byer , Michael Swerdlick ","Nick Cannon, Jordan Burg, Jackie Benoit, George Cedar",5,0
108,Çagan Irmak,Çagan Irmak,"Fikret Kuskan, Çetin Tekindor, Hümeyra, Serif Sezer",8.7,1
116,David Ayer,David Ayer,"Christian Bale, Freddy Rodríguez, Eva Longoria, Chaka Forman",6.9,1
121,Jan de Bont,"Graham Yost , Jan de Bont , Randall McCormick , Randall McCormick , Jeff Nathanson ","Sandra Bullock, Jason Patric, Willem Dafoe, Temuera Morrison",3.7,0
103,Sean McNamara,"Mitch Rotter , Sam Schreiber ","Hilary Duff, Oliver James, David Keith, Dana Davis",5.9,0
132,John Duigan,John Duigan,"Charlize Theron, Penélope Cruz, Stuart Townsend, Thomas Kretschmann",6.6,0
126,Walter Salles,"Ernesto 'Che' Guevara , Alberto Granado , Jose Rivera ","Gael García Bernal, Rodrigo De la Serna, Mía Maestro, Mercedes Morán",7.8,1
121,Jan de Bont,"Graham Yost , Jan de Bont , Randall McCormick , Randall McCormick , Jeff Nathanson ","Sandra Bullock, Jason Patric, Willem Dafoe, Temuera Morrison",3.7,0
92,Peter Winther,David N. Titcher,"Noah Wyle, Sonya Walger, Bob Newhart, Kyle MacLachlan",6.2,0
93,George A. Romero,George A. Romero,"Simon Baker, John Leguizamo, Dennis Hopper, Asia Argento",6.2,0
160,Otto Preminger,"Wendell Mayes , John D. Voelker ","James Stewart, Lee Remick, Ben Gazzara, Arthur O'Connell",8.1,1
99,Stephen Chow,"Stephen Chow, Kan-Cheung Tsang, Xin Huo, Man Keung Chan","Stephen Chow, Xiaogang Feng, Wah Yuen, Zhi Hua Dong",7.8,1
143,Gore Verbinski,"Ted Elliott , Terry Rossio , Stuart Beattie , Jay Wolpert , Ted Elliott , Terry Rossio ","Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley",8.1,1
154,Anthony Minghella,"Charles Frazier , Anthony Minghella ","Jude Law, Nicole Kidman, Renée Zellweger, Eileen Atkins",7.2,1
97,Bruce Hunt,"Michael Steinberg, Tegan West","Cole Hauser, Eddie Cibrian, Morris Chestnut, Lena Headey",5.1,0
105,Thomas Vinterberg,Lars von Trier,"Jamie Bell, Bill Pullman, Michael Angarano, Danso Gordon",6.6,0
139,Fedor Bondarchuk,"Iskander Galiev, Yuriy Korotkov","Artur Smolyaninov, Aleksey Chadov, Konstantin Kryukov, Ivan Kokorin",7.2,1
100,Mark Mylod,Collin Friesen,"Robin Williams, Holly Hunter, Giovanni Ribisi, Tim Blake Nelson",6.4,0
112,Malcolm D. Lee,Norman Vance Jr.,"Shad Moss, Chi McBride, Meagan Good, Wesley Jonathan",6,0
111,Prachya Pinkaew,"Napalee, Piyaros Thongdee, Joe Wannapin, Kongdej Jaturanrasamee, Prachya Pinkaew ","Tony Jaa, Petchtai Wongkamlao, Bongkoj Khongmalai, Xing Jin",7.1,1
90,Julien Seri,"Bruno Guiblet , Philippe Lyon (scenario & dialogue), Charles Perrière, Julien Seri","Williams Belle, Châu Belle Dinh, Malik Diouf, Yann Hnautra",4.7,0
90,Ki-duk Kim,Ki-duk Kim,"Yeo-reum Han, Si-jeok Seo, Gook-hwan Jeon, Seong-hwang Jeon",7.2,1
123,Benny Chan,Alan Yuen ,"Jackie Chan, Nicholas Tse, Mak Bau, Tak-Bun Wong",7,1
97,Philip Kaufman,Sarah Thorp,"Ashley Judd, Samuel L. Jackson, Andy Garcia, David Strathairn",5.2,0
125,Cédric Klapisch,Cédric Klapisch,"Romain Duris, Kelly Reilly, Audrey Tautou, Cécile De France",7,1
124,Charles Binamé,Ken Scott,"Roy Dupuis, Stephen McHattie, Julie LeBreton, Philip Craig",7.7,1
90,P.J. Pesce,"Michael Frost Beckner , Crash Leyland , J.S. Cardone, Ross Helford","Tom Berenger, Byron Mann, John Doman, Denis Arndt",5.2,0
106,Jim Jarmusch,"Jim Jarmusch, Bill Raden , Sara Driver ","Bill Murray, Julie Delpy, Heather Simms, Brea Frazier",7.2,1
84,Shin'ya Tsukamoto,"Shin'ya Tsukamoto , Rampo Edogawa (short story ""Sôseiji: Aru shikeishû ga kyôkaishi ni uchiaketa hanashi"")","Masahiro Motoki, Ryô, Yasutaka Tsutsui, Masako Motai",6.9,1
107,R.J. Cutler,"Shauna Cross , Gayle Forman ","Chloë Grace Moretz, Mireille Enos, Jamie Blackley, Joshua Leonard",6.8,1
110,Alex Gibney,"Alex Gibney, Bethany McLean , Peter Elkind ","John Beard, Tim Belden, Barbara Boxer, George W. Bush",7.7,1
100,Stephen Herek,"John J. McLaughlin , Scott Lobdell , Robert Ramsey , Matthew Stone , John J. McLaughlin ","Tommy Lee Jones, Cedric the Entertainer, Christina Milian, Paula Garcés",5.4,0
104,Bo Arne Vibenius,"Bo Arne Vibenius , Bo Arne Vibenius ","Christina Lindberg, Heinz Hopf, Despina Tomazani, Per-Axel Arosenius",6.5,0
108,Matthew Ryan Hoge,Matthew Ryan Hoge,"Don Cheadle, Ryan Gosling, Chris Klein, Jena Malone",7.2,1
130,Roman Polanski,"Charles Dickens , Ronald Harwood ","Barney Clark, Jeremy Swift, Ian McNeice, Richard Durden",6.9,1
115,Takashi Miike,"Ryû Murakami , Daisuke Tengan ","Ryo Ishibashi, Eihi Shiina, Tetsu Sawaki, Jun Kunimura",7.2,1
92,Harold Ramis,"Richard Russo , Robert Benton , Scott Phillips ","John Cusack, Billy Bob Thornton, Lara Phillips, Bill Noble",6.3,0
95,Omar Naim,Omar Naim,"Robin Williams, Mira Sorvino, Jim Caviezel, Mimi Kuzyk",6.2,0
180,Martin Scorsese,"Terence Winter , Jordan Belfort ","Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey",8.2,1
144,Andy Garcia,Guillermo Cabrera Infante,"Alfredo Armenteros, Danny Pino, Richard Marquez, Franklin Dominguez",6.7,0
87,David Kendall,"Jon Land, Jonathan Thies","Milo Ventimiglia, Lacey Chabert, Tom Amandes, Matthew Carey",5.9,0
106,David Mamet,David Mamet,"Tia Texada, Derek Luke, Val Kilmer, Jeremie Campbell",6.6,0
99,Justin Hardy,"Charlie Foley , Charlie Foley , Justin Hardy , David McNab , Kevin Tao Mohs , Aidan Woodward","Paul Hilton, Katrine Bach, Aidan Woodward, Tom Chadbon",6.8,1
96,Panna Rittikrai,"Morakat Kaewthanek , Panna Rittikrai , Thanapat Taweesuk ","Nappon Gomarachun, Santisuk Promsiri, Dan Chupong, Piyapong Piew-on",6.2,0
93,Jeff Nathanson,"Steve Fishman , Jeff Nathanson","Matthew Broderick, Alec Baldwin, Toni Collette, Tony Shalhoub",5.7,0
117,Michael Haneke,Michael Haneke,"Daniel Auteuil, Juliette Binoche, Maurice Bénichou, Annie Girardot",7.3,1
